precio_total,margen,codigo_modelo_codificado,total_ventas
"33542,98","0,09839999780058861",43N89X11E71T47O31K73U83W7D2A,14
"31413,72","0,14759999670088292",73U17B19H53P47O31K89X41M10C43N,14
"33963,86","0,14759999670088292",73U41M47O11E47O31K73U41M10C43N,14
"30813,32","0,14759999670088292",59Q41M13F17B47O31K83W,14
"29143,34","0,14759999670088292",59Q41M31K71T47O31K61R17G10C43N,14
"23159,24","0,14759999670088292",89X41M29J37L47O31K12E83W10C43N,14
"32383,9","0,14759999670088292",73U41M43N29J47O31K71T41M10C43N,14
"28944,53","0,14759999670088292",59Q53P79V13F47O31K83W,14
"34690,06","0,14759999670088292",73U41M53P7D47O31K53P41M10C43N,14
"32383,9","0,14759999670088292",73U41M47O19H47O31K101Z41M10C43N,14
"29472,73","0,14759999670088292",59Q17B89X17G47O31K43N17G10C43N,14
"25445,53","0,14759999670088292",59Q10C71T5C47O31K61R41M89X47O,12
"28984,29","0,12300000183284282",43N59Q37L41M47O37L13F10C41M37L,12
"27274,38","0,12300000183284282",37L43N89X61R47O31K10C,12
"20861,16","0,12300000183284282",37L31K43N79V47O31K17B,12
"21191,74","0,12300000183284282",37L31K43N79V47O31K17B7D10C43N,12
"21807,36","0,12300000183284282",43N79V23I13G47O31K61R13H10C43N,12
"26018,18","0,12300000183284282",37L59Q59Q13G47O37L79V,12
"19540,95","0,12300000183284282",43N79V23I13F47O31K83W13H10C43N,12
"20828,1","0,12300000183284282",37L31K47O17B47O31K37L,12
"21158,68","0,12300000183284282",37L31K47O17B47O31K37L7D10C43N,12
"25119,48","0,12300000183284282",37L43N89X31K47O41M19I,12
"14892,84","0,11070000439882278",43N71T7D13F47O31K71T41M89X47O,12
"24085,69","0,12300000183284282",37L43N83W43N47O37L3B,12
"11228,93","0,11070000439882278",43N41M7D83W47O31K11D,12
"25158,68","0,12300000183284282",37L31K47O17B47O31K79V,12
"16778,51","0,12300000183284282",37L31K71T101Z47O31K59Q,12
"22745,73","0,12300000183284282",43N61R3B31K47O31K53P13H10C43N,12
"22547,11","0,12300000183284282",37L59Q61R61R47O31K71T,12
"19009,92","0,12300000183284282",37L31K71T11D47O31K79V,12
"28045,92","0,12300000183284282",37L59Q61R71T47O31K79V,12
"33397,81","0,14759999670088292",59Q17B53P11E47O31K43N17G10C43N,12
"33055,86","0,14759999670088292",59Q17B17B11E47O31K53P17G10C43N,12
"36996,22","0,14759999670088292",73U17B23I37L47O31K53P41M10C43N,12
"32801,39","0,14759999670088292",73U43N7D13G47O31K47O41M89X47O,12
"23175,15","0,14759999670088292",89X43N13F13F47O31K13F41M89X47O,12
"28268,59","0,14759999670088292",59Q41M11D79V47O31K53P,12
"24550,89","0,14759999670088292",73U17B19H83W47O31K11D41M10C43N,12
"25604,57","0,14759999670088292",59Q41M13F17B47O31K47O,12
"24765,61","0,14759999670088292",89X43N13F13G47O31K101Z41M89X47O,12
"31745,89","0,14759999670088292",73U71T101Z17G47O31K11D,12
"27677,06","0,14759999670088292",73U17B19H43N47O31K79V41M10C43N,12
"30654,27","0,14759999670088292",73U79V7D11D47O31K47O41M89X47O,12
"23413,72","0,14759999670088292",89X43N13F13G47O31K79V41M89X47O,12
"31373,55","0,14759999670088292",59Q41M13F43N47O31K11D,12
"29819,28","0,14759999670088292",59Q17B83W5C47O31K43N17G10C43N,12
"21568,79","0,14759999670088292",89X43N3B59Q47O31K79V,12
"24387,87","0,14759999670088292",73U79V7D37L47O31K83W41M10C43N,12
"33123,46","0,14759999670088292",73U17B23I31K47O31K101Z41M10C43N,12
"25465,41","0,14759999670088292",89X43N3B101Z47O31K13G83W10C43N,12
"30353,92","0,14759999670088292",73U17B19H73U47O31K12E41M10C43N,12
"31001,65","0,12300000183284282",43N53P10C23I47O31K101Z,10
"18373,55","0,12300000183284282",43N37L5C13G47O31K59Q,10
"31662,81","0,12300000183284282",43N53P10C23I47O31K83W71T31K89X,10
"18280,52","0,12300000183284282",37L31K43N59Q47O31K89X7D10C43N,10
"22638,37","0,12300000183284282",37L59Q71T43N47O31K47O,10
"24976,86","0,12300000183284282",37L43N89X59Q47O31K23I,10
"26057,85","0,12300000183284282",37L59Q61R31K47O31K5C,10
"28546,92","0,12300000183284282",43N53P11D13F47O31K19H,10
"19671,37","0,12300000183284282",37L43N83W13G47O41M83W,10
"29183,1","0,12300000183284282",43N53P11D13F47O37L37L,10
"22920,68","0,12300000183284282",43N61R11E47O47O31K41M41M89X47O,10
"27672,17","0,14759999670088292",59Q10C71T3B47O31K79V41M89X47O,10
"23942,54","0,12300000183284282",37L43N83W43N47O31K59Q,10
"31250,7","0,12300000183284282",43N53P11D3B47O31K13G,10
"23199,01","0,12300000183284282",43N79V29J37L47O31K53P13H10C43N,10
"28352,09","0,14759999670088292",73U17B19H101Z47O31K101Z,10
"23393,84","0,14759999670088292",73U79V7D89X47O31K83W41M101Z47O,10
"30629,75","0,14759999670088292",59Q41M37L31K47O31K101Z41M89X47O,10
"29262,62","0,14759999670088292",59Q41M31K71T47O31K61R41M89X47O,10
"31493,24","0,14759999670088292",73U17B19H13F47O31K71T41M10C43N,10
"19835,19","0,14759999670088292",89X43N13F13F47O31K13H41M101Z47O,10
"30713,92","0,14759999670088292",73U41M43N29J47O31K61R41M10C43N,10
"30522,18","0,14759999670088292",73U17B19H61R47O31K101Z41M10C43N,10
"24113,52","0,14759999670088292",89X43N3B101Z47O31K11E83W10C43N,10
"33278,53","0,14759999670088292",59Q41M13G73U47O31K53P,10
"30853,08","0,14759999670088292",73U41M19H17B47O31K71T41M89X47O,10
"31568,79","0,14759999670088292",59Q41M13G61R47O31K47O,10
"27406,61","0,14759999670088292",59Q41M13G47O47O31K83W,10
"31529,03","0,14759999670088292",59Q41M13G43N47O31K47O,10
"27195,03","0,14759999670088292",59Q41M11D83W47O31K59Q,10
"24014,12","0,14759999670088292",59Q41M11D79V47O31K71T,10
"32562,82","0,14759999670088292",59Q17B53P11E47O31K53P17G10C43N,10
"29978,33","0,14759999670088292",59Q41M13F17B47O31K71T,10
"33504,97","0,14759999670088292",73U71T10C11E47O31K83W,10
"18704,13","0,12300000183284282",43N37L5C13G47O31K59Q13H10C43N,8
"18348,76","0,12300000183284282",37L31K43N61R47O31K103A,8
"19405,77","0,12300000183284282",43N43N5C61R47O31K61R13H10C43N,8
"27346,12","0,12300000183284282",37L43N89X71T47O31K17B,8
"12633,88","0,11070000439882278",43N83W23I73U47O31K13H,8
"12799,17","0,11070000439882278",43N83W23I73U47O31K13G5C10C43N,8
"23035,98","0,12300000183284282",37L59Q59Q13F47O37L37L,8
"22240,76","0,12300000183284282",37L59Q71T31K47O31K47O,8
"23035,98","0,12300000183284282",37L59Q71T31K47O31K43N,8
"27433,6","0,14759999670088292",59Q10C71T3B47O31K73U17G10C43N,8
"17191,74","0,12300000183284282",37L31K43N47O47O31K53P,8
"24865,01","0,12300000183284282",37L59Q59Q13F47O37L43N,8
"19704,13","0,12300000183284282",37L31K43N61R47O31K79V,8
"29350,1","0,12300000183284282",37L43N89X71T47O31K101Z,8
"26538,97","0,12300000183284282",43N59Q73U29J47O37L37L10C41M37L,8
"27861,43","0,12300000183284282",43N53P10C11E47O31K101Z10C41M37L,8
"26869,78","0,12300000183284282",43N53P10C11E47O31K5C,8
"29679,34","0,12300000183284282",43N59Q37L31K47O31K12E10C41M37L,8
"18150,41","0,11070000439882278",43N61R83W19H47O37L17B,8
"26916,7","0,12300000183284282",43N53P11D13F47O31K13F10C41M10C,8
"28191,74","0,12300000183284282",43N59Q37L31K47O31K10C10C41M37L,8
"22729,03","0,12300000183284282",37L43N83W13G47O41M12E,8
"25517,1","0,12300000183284282",37L43N83W43N47O37L19I,8
"15402,48","0,11070000439882278",43N59Q19H13G47O31K61R5C10C43N,8
"32841,15","0,12300000183284282",43N53P11D3B47O31K101Z10C41M37L,8
"22785,49","0,12300000183284282",43N61R2A10C47O31K61R13H10C43N,8
"26538,97","0,12300000183284282",43N53P11D7D47O37L31K,8
"24831,01","0,12300000183284282",43N53P17B29J47O31K10C,8
"32443,54","0,14759999670088292",59Q17B53P11E47O31K47O41M89X47O,8
"18387,87","0,14759999670088292",89X31K3B101Z47O31K31K,8
"21171,17","0,14759999670088292",89X31K3B101Z47O31K37L83W10C43N,8
"24570,78","0,14759999670088292",59Q41M13F101Z47O31K83W,8
"28725,84","0,14759999670088292",73U41M61R11E47O31K73U41M10C43N,8
"21425,65","0,14759999670088292",89X43N13F13F47O31K13G41M89X47O,8
"25326,24","0,14759999670088292",59Q41M31K71T47O31K71T17G10C43N,8
"20153,28","0,14759999670088292",89X43N13F13F47O31K13H41M89X47O,8
"34308,03","0,14759999670088292",73U71T101Z17G47O31K19I13F97Y47O,8
"31249,59","0,14759999670088292",59Q41M13F43N47O31K10C,8
"33759,64","0,14759999670088292",73U17B23I31K47O31K89X41M10C43N,8
"27386,42","0,14759999670088292",73U17B19H61R47O31K103A41M10C43N,8
"27930,62","0,14759999670088292",73U41M61R11E47O31K3B41M10C43N,8
"27868,26","0,14759999670088292",73U17B19H73U47O31K13H,8
"34550,89","0,14759999670088292",59Q41M31K47O47O31K47O41M89X47O,8
"23795,43","0,14759999670088292",89X43N3B101Z47O31K11E,8
"33159,24","0,14759999670088292",59Q41M13G73U47O31K47O,8
"28984,29","0,14759999670088292",59Q41M13G53P47O31K89X,8
"31898,85","0,14759999670088292",73U71T17B29J47O31K12E,8
"31249,59","0,14759999670088292",59Q41M13G47O47O31K103A,8
"19580,72","0,14759999670088292",89X43N3B53P47O31K79V,8
"22841,15","0,14759999670088292",89X43N3B59Q47O31K61R,8
"28596,69","0,12300000183284282",37L43N89X61R47O31K3B,6
"17770,25","0,12300000183284282",37L31K43N61R47O31K89X7D10C43N,6
"21571,9","0,12300000183284282",43N79V23I13F47O31K71T13H10C43N,6
"27505,79","0,12300000183284282",37L59Q59Q13G47O37L61R,6
"31828,1","0,12300000183284282",43N53P10C23I47O31K101Z71T31K89X,6
"24480,99","0,12300000183284282",37L43N83W41M47O31K47O,6
"29348,76","0,12300000183284282",43N53P10C23I47O31K10C71T31K89X,6
"27115,51","0,12300000183284282",43N59Q79V11E47O31K3B10C41M37L,6
"17882,9","0,12300000183284282",37L31K43N59Q47O31K83W7D10C43N,6
"15071,9","0,11070000439882278",43N71T7D11D47O31K73U,6
"24069,78","0,12300000183284282",37L59Q71T43N47O31K43N,6
"20093,64","0,12300000183284282",37L59Q71T31K47O31K31K,6
"16778,51","0,12300000183284282",37L31K43N47O47O31K47O,6
"24467,4","0,12300000183284282",37L59Q61R59Q47O31K71T,6
"25409,74","0,14759999670088292",73U37L23I13G47O31K31K41M10C43N,6
"31210,93","0,14759999670088292",59Q41M13F47O47O31K11D,6
"25226,84","0,14759999670088292",73U17B19H83W47O31K11D,6
"32443,54","0,14759999670088292",59Q41M31K43N47O31K47O17G10C43N,6
"31648,31","0,14759999670088292",59Q41M13F47O47O31K10C,6
"30455,47","0,14759999670088292",73U79V7D101Z47O31K61R41M89X47O,6
"32816,63","0,14759999670088292",73U71T17B29J47O31K103A,6
"29742,07","0,14759999670088292",73U17B19H73U47O31K13G41M10C43N,6
"25560,83","0,14759999670088292",89X43N13F13G47O31K11D41M89X47O,6
"31012,13","0,14759999670088292",59Q41M13F59Q47O31K47O,6
"32721,87","0,14759999670088292",59Q41M13F71T47O31K53P,6
"34193,31","0,14759999670088292",73U71T101Z23I47O31K10C,6
"28387,87","0,14759999670088292",59Q41M11D79V47O31K59Q,6
"27950,5","0,14759999670088292",59Q41M13G53P47O31K79V,6
"31767,59","0,14759999670088292",59Q41M13G53P47O31K103A,6
"31091,65","0,14759999670088292",59Q41M13G53P47O31K101Z,6
"30813,32","0,14759999670088292",59Q41M11D83W47O31K79V,6
"29978,33","0,14759999670088292",59Q41M11D83W47O31K71T,6
"34709,94","0,14759999670088292",59Q41M13F89X47O31K47O,6
"30216,9","0,14759999670088292",73U41M19H17B47O31K73U41M89X47O,6
"32759,27","0,14759999670088292",59Q53P83W73U47O31K79V,6
"30932,6","0,14759999670088292",59Q41M37L37L47O31K103A41M89X47O,6
"25465,41","0,14759999670088292",89X31K13F71T47O37L47O83W10C43N,6
"26081,71","0,14759999670088292",59Q53P79V11D47O31K59Q,6
"30972,37","0,12300000183284282",43N59Q37L47O47O31K17B10C41M37L,4
"22960,33","0,12300000183284282",37L59Q59Q13G47O37L53P,4
"29262,62","0,14759999670088292",59Q10C71T5C47O31K59Q41M89X47O,4
"26757,65","0,12300000183284282",43N59Q37L31K47O41M31K10C41M37L,4
"27671,07","0,12300000183284282",37L59Q59Q13G47O37L71T,4
"28546,92","0,12300000183284282",43N59Q79V11E47O31K13G10C41M37L,4
"28443,54","0,12300000183284282",37L59Q61R31K47O31K13H,4
"14989,26","0,11070000439882278",43N59Q19H10C47O31K3B,4
"20332,23","0,12300000183284282",37L31K37L43N47O31K41M,4
"13377,69","0,11070000439882278",43N59Q19H10C47O31K17G17B47O31K,4
"26956,46","0,12300000183284282",43N53P17B29J47O31K19I,4
"20014,05","0,12300000183284282",43N61R2A83W47O31K101Z13H10C43N,4
"28705,96","0,12300000183284282",43N53P11D13F47O31K19H10C41M37L,4
"14906,61","0,11070000439882278",43N83W29J31K47O31K12E,4
"14014,12","0,11070000439882278",43N71T7D13F47O31K53P,4
"28522,31","0,12300000183284282",43N53P10C11E47O31K13F,4
"23155,27","0,12300000183284282",43N47O13F89X47O37L103A13H97Y47O,4
"26282,9","0,12300000183284282",37L43N89X59Q47O37L71T,4
"19338,17","0,12300000183284282",43N47O13F89X47O31K59Q,4
"20923,71","0,12300000183284282",43N79V29J31K47O31K47O13H10C43N,4
"29755,67","0,14759999670088292",73U79V7D10C47O31K71T41M89X47O,4
"26662,81","0,14759999670088292",59Q37L13G13F47O31K89X41M89X47O,4
"30300,4","0,14759999670088292",73U17B19H10C47O31K17B41M10C43N,4
"23580,17","0,14759999670088292",59Q17B83W7D47O31K43N17G10C43N,4
"31841,49","0,14759999670088292",59Q53P83W73U47O31K73U,4
"25604,57","0,14759999670088292",59Q41M11D83W47O31K47O,4
"27513,12","0,14759999670088292",73U79V7D101Z47O31K101Z41M101Z47O,4
"20853,08","0,14759999670088292",89X31K3B101Z47O31K37L,4
"29859,05","0,14759999670088292",59Q41M11D83W47O31K61R,4
"28268,59","0,14759999670088292",59Q41M13F101Z47O31K71T,4
"34670,18","0,14759999670088292",59Q41M31K47O47O31K53P41M89X47O,4
"32562,82","0,14759999670088292",59Q41M31K43N47O31K53P17G10C43N,4
"28984,29","0,14759999670088292",59Q41M13F47O47O31K17B,4
"30395,83","0,14759999670088292",73U71T17B3B47O31K101Z,4
"27012,13","0,12300000183284282",37L59Q61R73U47O31K61R,2
"27910,74","0,12300000183284282",43N53P11D13F47O37L31K10C41M37L,2
"12468,6","0,11070000439882278",43N59Q19H17B47O31K11D5C10C43N,2
"24467,4","0,12300000183284282",37L59Q71T31K47O31K41M,2
"30137,38","0,12300000183284282",43N53P11D13F47O31K23I10C41M37L,2
"24849,11","0,12300000183284282",43N59Q31K83W47O41M79V10C41M37L,2
"20274,38","0,11070000439882278",43N31K43N13F47O37L10C97Y97Y47O,2
"16695,87","0,12300000183284282",37L31K71T101Z47O31K53P7D10C43N,2
"27552,88","0,14759999670088292",59Q10C71T3B47O31K79V17G10C43N,2
"15047,91","0,11070000439882278",43N71T7D13F47O31K59Q,2
15366,"0,11070000439882278",43N71T7D13F47O31K59Q5C10C43N,2
"22514,05","0,12300000183284282",37L31K43N79V47O31K10C7D10C43N,2
"27672,17","0,14759999670088292",59Q53P79V13F47O31K79V,2
"32988,72","0,14759999670088292",59Q53P79V101Z47O31K103A,2
"23711,93","0,14759999670088292",73U79V7D89X47O31K83W41M89X47O,2
"30813,32","0,14759999670088292",59Q41M37L37L47O31K103A17G10C43N,2
"24679,34","0,14759999670088292",59Q17B101Z3B47O31K47O,2
"32562,82","0,14759999670088292",59Q17B53P11E47O31K53P41M89X47O,2
"27970,38","0,14759999670088292",73U17B19H89X47O31K13H,2
"32085,47","0,14759999670088292",59Q41M13F31K47O31K47O,2
"27950,5","0,14759999670088292",59Q41M13F47O47O31K101Z,2
"27552,88","0,14759999670088292",73U79V7D89X47O31K101Z41M89X47O,2
"34753,68","0,14759999670088292",73U17B19H13F47O31K59Q41M10C43N,2
"28487,28","0,14759999670088292",73U41M61R13F47O31K73U41M10C43N,2
"30853,08","0,14759999670088292",59Q17B53P5C47O31K47O41M89X47O,2
"34411,73","0,14759999670088292",73U17B19H13G47O31K53P41M10C43N,2
"26574,75","0,14759999670088292",73U79V7D89X47O31K101Z41M10C43N,2
"32701,91","0,14759999670088292",73U17B19H79V47O31K79V41M10C43N,2
"30233,06","0,14759999670088292",59Q17B83W11E47O31K31K17G10C43N,2
"29540,95","0,14759999670088292",59Q37L13G13G47O31K17B17G10C43N,2
"34550,9","0,14759999670088292",59Q41M31K47O47O31K53P17G10C43N,2
"32562,82","0,14759999670088292",59Q41M31K43N47O31K53P41M89X47O,2
29700,"0,14759999670088292",59Q41M13F47O47O31K12E,2
"26837,18","0,14759999670088292",59Q17B83W5C47O31K73U,2
"26837,18","0,14759999670088292",59Q17B89X23I47O31K83W,2
"34829,22","0,14759999670088292",59Q41M13F89X47O31K53P,2
